timestamp,instance,beta,run_id,seed,init_cost,best_cost,stage1_cost,stage2_cost,runtime_sec,saa_S,proxy_S,t_stage1,t_stage2
2026-02-25 00:01:04,c103_21,0.1,1,1042,1027.5506713664456,1012.4622906839293,962.14567113198,50.31661955194934,71.67555022239685,100,5,7.219251871109009,64.45629835128784
2026-02-25 00:02:51,c103_21,0.1,2,1043,1021.1221927197627,1012.0196033384283,961.7720060815566,50.24759725687177,106.29262709617615,100,5,7.429540395736694,98.86308670043945
2026-02-25 00:04:16,c103_21,0.1,3,1044,1020.7621564773764,1011.0818813528214,962.1997464168054,48.882134936016016,85.61935019493103,100,5,7.1915202140808105,78.42782998085022
2026-02-25 00:05:21,c103_21,0.1,4,1045,1027.5499300809176,1010.7936674972932,961.6274610388192,49.166206458473916,64.68421196937561,100,5,5.742319822311401,58.94189214706421
2026-02-25 00:06:58,c103_21,0.1,5,1046,1040.2439799956887,1028.974264859958,978.3869354490188,50.58732941093934,96.96555352210999,100,5,6.7321765422821045,90.23337697982788
2026-02-25 00:08:11,c103_21,0.1,6,1047,1046.3446459865488,1028.408289430763,1003.3514431426972,25.056846288066094,72.9585964679718,100,5,5.448141574859619,67.51045489311218
2026-02-25 00:09:29,c103_21,0.1,7,1048,1031.3065860473566,1013.8082356850599,964.5761599680067,49.23207571705312,77.95482659339905,100,5,6.3363072872161865,71.61851930618286
2026-02-25 00:13:17,c103_21,0.1,8,1049,1027.684488813707,1013.2061893629581,963.5299473641894,49.67624199876861,228.42046427726746,100,5,13.382477283477783,215.03798699378967
2026-02-25 00:14:42,c103_21,0.1,9,1050,1023.6678848818071,1017.4640692579183,965.787541377339,51.67652788057932,84.91052722930908,100,5,6.967171907424927,77.94335532188416
2026-02-25 00:16:05,c103_21,0.1,10,1051,1026.9051187325265,1013.324871374172,963.8007074587929,49.52416391537901,82.81519722938538,100,5,6.957983493804932,75.85721373558044
2026-02-25 00:17:43,c103_21,0.6,1,6042,1054.3747392522887,1041.147244863631,983.0077961794738,58.13944868415702,97.75872874259949,100,5,6.38760232925415,91.37112641334534
2026-02-25 00:20:23,c103_21,0.6,2,6043,1047.5840907467164,1034.4392400811976,971.4080442533772,63.03119582782034,160.74722266197205,100,5,9.714873313903809,151.03234934806824
2026-02-25 00:22:19,c103_21,0.6,3,6044,1035.5450842733444,1030.6194064991478,968.4745557611809,62.144850737966955,115.164311170578,100,5,7.264615535736084,107.89969563484192
2026-02-25 00:27:27,c103_21,0.6,4,6045,1040.7084693111028,1029.6887904770788,968.6281242446568,61.06066623242194,308.5865671634674,100,5,14.062376260757446,294.52419090270996
2026-02-25 00:28:55,c103_21,0.6,5,6046,1034.4847933727276,1030.9071843473773,970.4853629053001,60.42182144207723,87.62303757667542,100,5,5.761205673217773,81.86183190345764
2026-02-25 00:31:03,c103_21,0.6,6,6047,1037.4266394241024,1032.437883533645,970.1205487558859,62.31733477775895,128.1913559436798,100,5,7.342851877212524,120.84850406646729
2026-02-25 00:34:08,c103_21,0.6,7,6048,1033.650790309307,1030.5732938792491,970.633614105906,59.9396797733431,184.75037574768066,100,5,10.96479868888855,173.78557705879211
2026-02-25 00:37:59,c103_21,0.6,8,6049,1041.802113445399,1032.3135766759065,970.1912998728207,62.12227680308567,231.08189010620117,100,5,11.780946016311646,219.30094408988953
2026-02-25 00:43:07,c103_21,0.6,9,6050,1036.6555509635295,1031.2424639860794,969.6749293865319,61.567534599547486,307.6158311367035,100,5,14.644405364990234,292.97142577171326
2026-02-25 00:46:11,c103_21,0.6,10,6051,1039.0691897080394,1033.873823897986,971.3167277502174,62.55709614776882,184.78562355041504,100,5,10.762063026428223,174.02356052398682
2026-02-25 01:05:39,c106_21,0.1,1,1042,1073.2869177901894,1038.995590641321,1018.0087560211995,20.986834620121513,217.27348470687866,100,5,15.518906831741333,201.75457787513733
2026-02-25 01:06:52,c106_21,0.1,2,1043,1071.5558436759425,1052.7825616642656,1031.500037418484,21.28252424578163,72.90937876701355,100,5,5.669458627700806,67.23992013931274
2026-02-25 01:10:24,c106_21,0.1,3,1044,1074.737856822645,1049.5768431233403,1027.6499417343869,21.926901388953308,212.6962492465973,100,5,13.188749074935913,199.50750017166138
